Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice-Tax credit note Date,Tax Invoice/Tax credit note Received Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),Supplier Name,Supplier Name,Supplier TRN,Clear description of the supply,VAT Amount AED,VAT Amount Recovered AED,VAT adjustments
01 Invoice,111111111111111,ABC LTD.,R00771,8/7/2024,8/31/2024,8/1/2024,8/31/2024,145.60,PARAMOUNT SHIPPING & FORWARDING LLC,PARA,10037XXXXX00003,Documentation Expenses,7.28,7.28,-
01 Invoice,111111111111111,ABC LTD.,R00789,8/13/2024,8/31/2024,8/1/2024,8/31/2024,125,PARAMOUNT SHIPPING & FORWARDING LLC,PARA,10037XXXXX00003,Port Handling Expenses-(E),6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,R00799,8/15/2024,8/31/2024,8/1/2024,8/31/2024,142.8,PARAMOUNT SHIPPING & FORWARDING LLC,PARA,10037XXXXX00003,Documentation Expenses,7.14,7.14,-
01 Invoice,111111111111111,ABC LTD.,IBX2414772,8/23/2024,8/31/2024,8/1/2024,8/31/2024,525,IBX LOGISTICS LLC,IBX,10057XXXXX00003,DOCUMENT CHARGES,26.25,26.25,-
01 Invoice,111111111111111,ABC LTD.,INV/1839/2024,8/30/2024,8/31/2024,8/1/2024,8/31/2024,460,MERCURY GLOBAL SHIPPING FZE,MERC,10407XXXXX00003,Documentation Expenses,23,23,-
01 Invoice,111111111111111,ABC LTD.,12803,8/1/2024,8/31/2024,8/1/2024,8/31/2024,475,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,ELBOW PVC 1 1/2'',23.75,23.75,-
01 Invoice,111111111111111,ABC LTD.,12839,8/3/2024,8/31/2024,8/1/2024,8/31/2024,"1,835.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,THREAD BAR MS 5/8'' X 2 MTR,91.75,91.75,-
01 Invoice,111111111111111,ABC LTD.,2024/12836,8/3/2024,8/31/2024,8/1/2024,8/31/2024,"4,360.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,FLAP DISC 4'',218,218,-
01 Invoice,111111111111111,ABC LTD.,12843,8/3/2024,8/31/2024,8/1/2024,8/31/2024,"1,500.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,CABLE TIE 200 MM,75,75,-
01 Invoice,111111111111111,ABC LTD.,12868,8/5/2024,8/31/2024,8/1/2024,8/31/2024,65,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,WATER TAP 1/2'',3.25,3.25,-
01 Invoice,111111111111111,ABC LTD.,12881,8/6/2024,8/31/2024,8/1/2024,8/31/2024,"1,500.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,TRAFFIC POLE,75,75,-
01 Invoice,111111111111111,ABC LTD.,12898,8/6/2024,8/31/2024,8/1/2024,8/31/2024,800,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,"RED PU WHEEL SWLVEL-6""",40,40,-
01 Invoice,111111111111111,ABC LTD.,12920,8/7/2024,8/31/2024,8/1/2024,8/31/2024,400.00,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,"RED PU WHEEL SWLVEL-6""",20,20,-
01 Invoice,111111111111111,ABC LTD.,12921,8/7/2024,8/31/2024,8/1/2024,8/31/2024,353.8,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,TRAFFIC POLE,17.69,17.69,-
01 Invoice,111111111111111,ABC LTD.,12924,8/7/2024,8/31/2024,8/1/2024,8/31/2024,600,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,WIRE MESH SS 0.30 MESH,30,30,-
01 Invoice,111111111111111,ABC LTD.,12936,8/8/2024,8/31/2024,8/1/2024,8/31/2024,"2,800.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,NYLON ROPE 18 MM,140,140,-
01 Invoice,111111111111111,ABC LTD.,12948,8/8/2024,8/31/2024,8/1/2024,8/31/2024,"1,265.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,HEX BOLT NUT WASHER 20 X 250,63.25,63.25,-
01 Invoice,111111111111111,ABC LTD.,12937,8/8/2024,8/31/2024,8/1/2024,8/31/2024,90,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,PVC TRUNKING H/D W/STICKER 16X 25 X 3 MTRS.,4.5,4.5,-
01 Invoice,111111111111111,ABC LTD.,2024/12934,8/8/2024,8/31/2024,8/1/2024,8/31/2024,25,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,ADHESIVE TAPE DOUBLE SIDE,1.25,1.25,-
01 Invoice,111111111111111,ABC LTD.,2024/13176,8/24/2024,8/31/2024,8/1/2024,8/31/2024,135.00,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,SPRAY PAINT WHITE,6.75,6.75,-
01 Invoice,111111111111111,ABC LTD.,2024/12940,8/8/2024,8/31/2024,8/1/2024,8/31/2024,245.00,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,PLASTIC PIPE WELDING MACHINE 20-63 MM,12.25,12.25,-
01 Invoice,111111111111111,ABC LTD.,2024/12971,8/10/2024,8/31/2024,8/1/2024,8/31/2024,105,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,NYLON RPOE 6 MM,5.25,5.25,-
01 Invoice,111111111111111,ABC LTD.,13014,8/13/2024,8/31/2024,8/1/2024,8/31/2024,920,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,BLASTING HOSE 4'' ID X 4.75'' OD,46,46,-
01 Invoice,111111111111111,ABC LTD.,13019,8/13/2024,8/31/2024,8/1/2024,8/31/2024,320,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,SAFETY JACKET ORANGE,16,16,-
01 Invoice,111111111111111,ABC LTD.,13029,8/14/2024,8/31/2024,8/1/2024,8/31/2024,450,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,GRINDING MACHINE AG-5 DEWAL,22.5,22.5,-
01 Invoice,111111111111111,ABC LTD.,13040,8/15/2024,8/31/2024,8/1/2024,8/31/2024,320.00,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,BISON KIT (PVC SOLUTION) 650 ML,16,16,-
01 Invoice,111111111111111,ABC LTD.,13057,8/16/2024,8/31/2024,8/1/2024,8/31/2024,500,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,ALLEN BOLT 16 X 50 MM,25,25,-
01 Invoice,111111111111111,ABC LTD.,12824,8/2/2024,8/31/2024,8/1/2024,8/31/2024,330,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,EMERY PAPER ROUGH,16.5,16.5,-
01 Invoice,111111111111111,ABC LTD.,12870,8/5/2024,8/31/2024,8/1/2024,8/31/2024,900.00,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,TRAFIC CONE,45,45,-
01 Invoice,111111111111111,ABC LTD.,12911,8/7/2024,8/31/2024,8/1/2024,8/31/2024,"2,980.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,FORMULA- 6,149,149,-
01 Invoice,111111111111111,ABC LTD.,13039,8/15/2024,8/31/2024,8/1/2024,8/31/2024,830.2,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,PU SOCKET 8 X 8 MM,41.51,41.51,-
01 Invoice,111111111111111,ABC LTD.,13073,8/17/2024,8/31/2024,8/1/2024,8/31/2024,"1,975.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,LPG REGULATOR,98.75,98.75,-
01 Invoice,111111111111111,ABC LTD.,2024/13089,8/19/2024,8/31/2024,8/1/2024,8/31/2024,"1,475.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,LPG REGULATOR,73.75,73.75,-
01 Invoice,111111111111111,ABC LTD.,13088,8/19/2024,8/31/2024,8/1/2024,8/31/2024,190,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,IMPACT SOCKET SPANNER 3/4'' X 32 MM,9.5,9.5,-
01 Invoice,111111111111111,ABC LTD.,13106,8/20/2024,8/31/2024,8/1/2024,8/31/2024,200.00,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,PVC SOCKET BOX 6 X 3,10,10,-
01 Invoice,111111111111111,ABC LTD.,13113,8/20/2024,8/31/2024,8/1/2024,8/31/2024,750,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,EARTH CLAMP,37.5,37.5,-
01 Invoice,111111111111111,ABC LTD.,13107,8/20/2024,8/31/2024,8/1/2024,8/31/2024,"1,200.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,WHITE CONTRAST SPRAY,60,60,-
01 Invoice,111111111111111,ABC LTD.,13208,8/28/2024,8/31/2024,8/1/2024,8/31/2024,400,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,SWITCH AND SOCKET DOUBLE 13 AMP,20,20,-
01 Invoice,111111111111111,ABC LTD.,13221,8/27/2024,8/31/2024,8/1/2024,8/31/2024,525.00,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,PVC TRUNKING H/D W/STICKER 16X 25 X 3 MTRS.,26.25,26.25,-
01 Invoice,111111111111111,ABC LTD.,2024/13261,8/28/2024,8/31/2024,8/1/2024,8/31/2024,60.00,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,HEX BOLT NUT WASHER 20 X 120,3,3,-
01 Invoice,111111111111111,ABC LTD.,2024/12825,8/2/2024,8/31/2024,8/1/2024,8/31/2024,551.80,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,PU TUBE 10 MM,27.59,27.59,-
01 Invoice,111111111111111,ABC LTD.,2024/12912,8/7/2024,8/31/2024,8/1/2024,8/31/2024,123.6,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,PVC HOSE CONNECTOR 1'',6.18,6.18,-
01 Invoice,111111111111111,ABC LTD.,12933,8/8/2024,8/31/2024,8/1/2024,8/31/2024,616,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,SPANNER RING 12-13,30.8,30.8,-
01 Invoice,111111111111111,ABC LTD.,13030,8/14/2024,8/31/2024,8/1/2024,8/31/2024,"14,850.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,NYLON ROPE 16MM,742.5,742.5,-
01 Invoice,111111111111111,ABC LTD.,13031,8/14/2024,8/31/2024,8/1/2024,8/31/2024,"1,500.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,CABLE TIE 200 MM,75,75,-
01 Invoice,111111111111111,ABC LTD.,13061,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"7,087.60",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,NYLON ROPE 16MM,354.38,354.38,-
01 Invoice,111111111111111,ABC LTD.,13150,8/22/2024,8/31/2024,8/1/2024,8/31/2024,"3,000.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,JUMBO BAG 2 TON CAP,150,150,-
01 Invoice,111111111111111,ABC LTD.,12935,8/8/2024,8/31/2024,8/1/2024,8/31/2024,"7,200.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,POLYTHENE SHEET 1000G (4KG),360,360,-
01 Invoice,111111111111111,ABC LTD.,12869,8/5/2024,8/31/2024,8/1/2024,8/31/2024,"9,000.00",FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,LED HIGHBAY LIGHT 150 WATT,450,450,-
01 Invoice,111111111111111,ABC LTD.,13260,8/28/2024,8/31/2024,8/1/2024,8/31/2024,100.00,FAKHRI TOOLS & WORKSHOP MATERIALS TRADING L L C,FAKH,10006XXXXX00003,PUSH BUTTON INDICATOR BLUE,5,5,-
01 Invoice,111111111111111,ABC LTD.,GSA-A007-240239,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"45,708.80",CLOUD ENERGY GAS LLC OPC,CLOU,10454XXXXX00003,OTHER SERVICES CHARGES,"2,285.44","2,285.44",-
01 Invoice,111111111111111,ABC LTD.,GS0240886,8/9/2024,8/31/2024,8/1/2024,8/31/2024,200.00,HAMRIYAH FREE ZONE AUTHORITY,HAMR,10039XXXXX00003,OTHER SERVICES CHARGES- ACoverhauling charges-Per AC,10,10,-
01 Invoice,111111111111111,ABC LTD.,2024/170,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"2,900.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,DOCUMENT CHARGES,145,145,-
01 Invoice,111111111111111,ABC LTD.,R00781,8/10/2024,8/31/2024,8/1/2024,8/31/2024,75.00,PARAMOUNT SHIPPING & FORWARDING LLC,PARA,10037XXXXX00003,R00781,3.75,3.75,-
01 Invoice,111111111111111,ABC LTD.,R00777,8/8/2024,8/31/2024,8/1/2024,8/31/2024,125.00,PARAMOUNT SHIPPING & FORWARDING LLC,PARA,10037XXXXX00003,R00777,6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,R00835,8/23/2024,8/31/2024,8/1/2024,8/31/2024,125,PARAMOUNT SHIPPING & FORWARDING LLC,PARA,10037XXXXX00003,R00835,6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,ENS/24/108,8/9/2024,8/31/2024,8/1/2024,8/31/2024,"10,000.00",ENS ENVIRONMENTAL CONSULTANCY,ENS,10060XXXXX00003,"EIA/RA STUDY - PLOT HJ02 & HJ02A - EXPANSION 1 & 3
 1ST PAYMENT",500,500,-
01 Invoice,111111111111111,ABC LTD.,ENS/24/107,7/9/2024,8/31/2024,8/1/2024,8/31/2024,"12,500.00",ENS ENVIRONMENTAL CONSULTANCY,ENS,10060XXXXX00003,OTHER SERVICES CHARGES,625,625,-
01 Invoice,111111111111111,ABC LTD.,14146,8/20/2024,8/31/2024,8/1/2024,8/31/2024,120.00,GOLDEN BEARING AUTO SPARE PARTS TR. LLC,GOLD,10038XXXXX00003,V- BELT B-52,6,6,-
01 Invoice,111111111111111,ABC LTD.,13710,8/13/2024,8/31/2024,8/1/2024,8/31/2024,312.60,GOLDEN BEARING AUTO SPARE PARTS TR. LLC,GOLD,10038XXXXX00003,OIL SEAL 8 X 20 X 5,15.63,15.63,-
01 Invoice,111111111111111,ABC LTD.,HFD-ME/9320-24,8/20/2024,8/31/2024,8/1/2024,8/31/2024,"51,986.00",HFD ELECTRONIC SPARE PARTS L L C,HFD,10037XXXXX00003,MILLING TOOL,"2,599.30","2,599.30",-
01 Invoice,111111111111111,ABC LTD.,CD8624019549,8/14/2024,8/31/2024,8/1/2024,8/31/2024,"112,050.00",JOTUN POWDER COATINGS UAE L L C,JOTU,10005XXXXX00003,JOTA PIPE HT 1020 /21 S GREY SMOOTH,"5,602.50","5,602.50",-
01 Invoice,111111111111111,ABC LTD.,CD8624019550,8/14/2024,8/31/2024,8/1/2024,8/31/2024,"85,000.00",JOTUN POWDER COATINGS UAE L L C,JOTU,10005XXXXX00003,JOTA PIPE DL 3002 /15 S BLUE SMOOTH,"4,250.00","4,250.00",-
01 Invoice,111111111111111,ABC LTD.,2710008940,8/21/2024,8/31/2024,8/1/2024,8/31/2024,"2,120.00",THOR MIDDLE EAST L L C,THOR,10000XXXXX00003,SEAL KIT 70 X 125,106,106,-
01 Invoice,111111111111111,ABC LTD.,2710009090,8/30/2024,8/31/2024,8/1/2024,8/31/2024,"10,315.60",THOR MIDDLE EAST L L C,THOR,10000XXXXX00003,SEAL KIT 70 X 125,515.78,515.78,-
01 Invoice,111111111111111,ABC LTD.,274622,8/21/2024,8/31/2024,8/1/2024,8/31/2024,"20,885.00",ZAKER TRADING L L C,ZAKE,10007XXXXX00003,NYLON SLING BELT (8TON/8MT LONG),"1,044.25","1,044.25",-
01 Invoice,111111111111111,ABC LTD.,CD8624018716,8/6/2024,8/31/2024,8/1/2024,8/31/2024,"2,460.00",JOTUN POWDER COATINGS UAE L L C,JOTU,10005XXXXX00003,EPOXY REPAIR KIT J-PIPE RC 490,123,123,-
01 Invoice,111111111111111,ABC LTD.,CD8624018379,8/1/2024,8/31/2024,8/1/2024,8/31/2024,"53,650.00",JOTUN POWDER COATINGS UAE L L C,JOTU,10005XXXXX00003,EPOXY J-PIPE AC-1003 50S GREEN,"2,682.50","2,682.50",-
01 Invoice,111111111111111,ABC LTD.,CD8624019867,8/19/2024,8/31/2024,8/1/2024,8/31/2024,"85,000.00",JOTUN POWDER COATINGS UAE L L C,JOTU,10005XXXXX00003,JOTA PIPE DL 3002 /15 S BLUE SMOOTH,"4,250.00","4,250.00",-
01 Invoice,111111111111111,ABC LTD.,3114,8/27/2024,8/31/2024,8/1/2024,8/31/2024,"11,424.00",MEGA IND EQUIP & MACHINES MANUFACTURING L L C,MEGA,10061XXXXX00003,HYD CYLINDER 125 X 70 X 250 MM STROKE,571.2,571.2,-
01 Invoice,111111111111111,ABC LTD.,CD8624019866,8/19/2024,8/31/2024,8/1/2024,8/31/2024,"165,700.00",JOTUN POWDER COATINGS UAE L L C,JOTU,10005XXXXX00003,JOTA PIPE HT 1020 /21 S GREY SMOOTH,"8,285.00","8,285.00",-
01 Invoice,111111111111111,ABC LTD.,BR24-25542-C/R,8/7/2024,8/31/2024,8/1/2024,8/31/2024,"2,295.00",SUPREME INDUSTRIAL TOOLS TRDG L L C,SUPR,10002XXXXX00003,NATIONAL THINNER DRUM,114.75,114.75,-
01 Invoice,111111111111111,ABC LTD.,HCE-SI-24080266,8/30/2024,8/31/2024,8/1/2024,8/31/2024,"5,460.00",H L B HAMT CERTIFIED ACCOUNTANTS LLC,H L,10027XXXXX00003,"PAYROLL PROCESSING CHARGES FOR August 2024
 PIPE MILL",273,273,-
01 Invoice,111111111111111,ABC LTD.,DEPCN/8/24/1000318,8/18/2024,8/31/2024,8/1/2024,8/31/2024,"-2,352.80",NATIONAL LIFE AND GENERAL INSURANCE COMPANY SAOG,NATI,10038XXXXX00003,"Medical Insurance - Deletion
 1) Ram Pyaray
 2) Vishal Gupta",-117.64,-117.64,-
01 Invoice,111111111111111,ABC LTD.,DEPDN/8/24/1000787,8/18/2024,8/31/2024,8/1/2024,8/31/2024,"10,464.00",NATIONAL LIFE AND GENERAL INSURANCE COMPANY SAOG,NATI,10038XXXXX00003,"Medical Insurance - Addition
 1) Abdul Muneer
 2) Chhatrapal Singh
 3) Rohit Thakur
 4) Vernon Menezes
 5) Buli Reddy
 6) Amit Kumar
 7) Muhammad Rizwan Nazir",523.2,523.2,-
01 Invoice,111111111111111,ABC LTD.,CD8624020447,8/26/2024,8/31/2024,8/1/2024,8/31/2024,"322,570.00",JOTUN POWDER COATINGS UAE L L C,JOTU,10005XXXXX00003,JOTA PIPE HT 1020 /21 S GREY SMOOTH,"16,128.50","16,128.50",-
01 Invoice,111111111111111,ABC LTD.,CD5524090813,8/28/2024,8/31/2024,8/1/2024,8/31/2024,"4,560.00",JOTUN UAE LTD L L C,JOTU,10001XXXXX00003,JOTUN PIOLET QD PRIMER GREY (20LTR),228,228,-
01 Invoice,111111111111111,ABC LTD.,66/2024,8/6/2024,8/31/2024,8/1/2024,8/31/2024,"84,000.00",MODI WELDING TRADING LLC,MODI,10422XXXXX00003,FILLER WIRE EM12K 4.00 MM ECOWELD,"4,200.00","4,200.00",-
01 Invoice,111111111111111,ABC LTD.,SI240300,8/10/2024,8/31/2024,8/1/2024,8/31/2024,"71,026.60",OOSC COATING FZC,OOSC,10025XXXXX00003,COATINGCHGOOSC - AL BAWARDI PIPES,"3,551.33","3,551.33",-
01 Invoice,111111111111111,ABC LTD.,3058,8/13/2024,8/31/2024,8/1/2024,8/31/2024,"14,390.00",MEGA IND EQUIP & MACHINES MANUFACTURING L L C,MEGA,10061XXXXX00003,HYD CYLINDER BRUSHING 125 X 70 X 225,719.5,719.5,-
01 Invoice,111111111111111,ABC LTD.,SI240303,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"40,901.80",OOSC COATING FZC,OOSC,10025XXXXX00003,COATINGCHGOOSC - AL BAWARDI PIPES,"2,045.09","2,045.09",-
01 Invoice,111111111111111,ABC LTD.,22527,8/23/2024,8/31/2024,8/1/2024,8/31/2024,"2,400.00",BIN OMAIR PRINTING PRESS LLC,BIN,10023XXXXX00003,"Printing Charges- NCR 1+4
 Good received voucher - W+P+B+Y
 2 colour printing 
 Perforation, Saddle, Serial Numbering",120,120,-
01 Invoice,111111111111111,ABC LTD.,3874,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"2,930.00",FAISAL NAWAZ TRANSPORT BY HEAVY TRUCKS L L C,FAIS,10002XXXXX00003,Yard Expenses- Sweet & Salt Water - 500GLN,146.5,146.5,-
01 Invoice,111111111111111,ABC LTD.,143/AUG/AMDF/24,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"349,747.80",AL SABIHA ELECTROMECHANICAL WORKS,AL S,10058XXXXX00003,TEMPORARY STAFF- Skilled helper- aug'24,"17,487.39","17,487.39",-
01 Invoice,111111111111111,ABC LTD.,RI24019671,7/27/2024,8/31/2024,8/1/2024,8/31/2024,"44,540.00",BUREAU VERITAS,BURE,10001XXXXX00003,"INSPECTION OF PIPES/MITER BENDS/PUDDLE FLANGES SPOOLS FOR RTCC PROJECT. REF. PO NO. 16501/3364 DTD. 11-JUL-2024
 SERVICES FOR THE MONTH OF MAY & JUNE","2,227.00","2,227.00",-
01 Invoice,111111111111111,ABC LTD.,AST-AJM-02317,7/1/2024,8/31/2024,8/1/2024,8/31/2024,"47,300.00",ARABIAN SKY TRANSPORT L L C,ARAB,10058XXXXX00003,INTERNAL SHIFTING CHARGES (12 MTR trailer ),"2,365.00","2,365.00",-
01 Invoice,111111111111111,ABC LTD.,AST-AJM-02437,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"105,650.00",ARABIAN SKY TRANSPORT L L C,ARAB,10058XXXXX00003,INTERNAL SHIFTING CHARGES (12 MTR AND 18 MTR),"5,282.50","5,282.50",-
01 Invoice,111111111111111,ABC LTD.,2024/QSMT/0984,8/28/2024,8/31/2024,8/1/2024,8/31/2024,"5,578.40",QUALTREC SOLUTIONS MACHINERY TRADING L LC,QUAL,10052XXXXX00003,DG SERVICE,278.92,278.92,-
01 Invoice,111111111111111,ABC LTD.,16594,8/21/2024,8/31/2024,8/1/2024,8/31/2024,780,AL ZERWA TRADING CO L L C,AL Z,10038XXXXX00003,OTHER SERVICES CHARGES,39,39,-
01 Invoice,111111111111111,ABC LTD.,2024/167,8/21/2024,8/31/2024,8/1/2024,8/31/2024,"1,450.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,TRANSPORT CHARGES,72.5,72.5,-
01 Invoice,111111111111111,ABC LTD.,INV/1643/2024,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"3,700.00",MERCURY GLOBAL SHIPPING FZE,MERC,10407XXXXX00003,Port Handling Expenses-(E),185,185,-
01 Invoice,111111111111111,ABC LTD.,INV/1681/2024,8/22/2024,8/31/2024,8/1/2024,8/31/2024,250,MERCURY GLOBAL SHIPPING FZE,MERC,10407XXXXX00003,Documentation Expenses,12.5,12.5,-
01 Invoice,111111111111111,ABC LTD.,INV/1681/2024,8/22/2024,8/31/2024,8/1/2024,8/31/2024,210,MERCURY GLOBAL SHIPPING FZE,MERC,10407XXXXX00003,Documentation Expenses,10.5,10.5,-
01 Invoice,111111111111111,ABC LTD.,AMF2400001320,8/22/2024,8/31/2024,8/1/2024,8/31/2024,"2,150.00",NOATUM LOGISTICS MIDDLE EAST LLC OPC,NOAT,10007XXXXX00003,Documentation Expenses,107.5,107.5,-
01 Invoice,111111111111111,ABC LTD.,INV/1642/2024,8/16/2024,8/31/2024,8/1/2024,8/31/2024,"3,900.00",MERCURY GLOBAL SHIPPING FZE,MERC,10407XXXXX00003,"DOCUMENT CHARGES -[E]
 PO50005007 / TUMAY",195,195,-
01 Invoice,111111111111111,ABC LTD.,74,8/1/2024,8/31/2024,8/1/2024,8/31/2024,"16,000.00",SAAD BUILDING MAINTENANCE LLC,SAAD,10403XXXXX00003,REPAIR & MAINTENANCE,800,800,-
01 Invoice,111111111111111,ABC LTD.,SIV-13234,8/2/2024,8/31/2024,8/1/2024,8/31/2024,"10,000.00",LIBERTY BUILDING SYSTEMS FZC,LIBE,10023XXXXX00003,OTHER SERVICES CHARGES,500,500,-
01 Invoice,111111111111111,ABC LTD.,RHTI-23065,8/22/2024,8/31/2024,8/1/2024,8/31/2024,792,ROYAL HEAVY EQUIP SPARE PARTS TRADING L L C,ROYA,10038XXXXX00003,"1 1/4"" HYD HOSE ASSY WITH FITTINGS 2.5 Mtrs LONG",39.6,39.6,-
01 Invoice,111111111111111,ABC LTD.,1124003426,8/15/2024,8/31/2024,8/1/2024,8/31/2024,"6,500.00",ATLAS COPCO SERVICE MIDDLE EAST O M C - DUBAI BR,ATLA,10028XXXXX00003,CONTROLLER MK5 MAKE ATLASCOPCO,325,325,-
01 Invoice,111111111111111,ABC LTD.,THBM-B2B-2400018,8/9/2024,8/31/2024,8/1/2024,8/31/2024,-,TECH HARD BUILDING MATERIALS L L C,TECH,10028XXXXX00003,"12"" DN300 WT6.35 - API 5L Gr. X52 PSL2: DRL: 230mtrs. 
 Origin: China",-,-,-
01 Invoice,111111111111111,ABC LTD.,NBGT-22650/2024,8/21/2024,8/31/2024,8/1/2024,8/31/2024,"52,200.40",NAFEES BASTAN GENERAL TRADING L L C,NAFE,10044XXXXX00003,STEEL STRIP FOR PIPE BEVEL GUARD 60 MM X 1.2 MM THK,"2,610.02","2,610.02",-
01 Invoice,111111111111111,ABC LTD.,2024/134,7/20/2024,8/31/2024,8/1/2024,8/31/2024,"1,450.00",MOVER HIGHER TRANSPORT L L C,MOVE,10411XXXXX00003,TRANSPORTATION CHARGES (JAFZA TO HAFZA),72.5,72.5,-
01 Invoice,111111111111111,ABC LTD.,AMT-08-2381-2024,8/31/2024,8/31/2024,8/1/2024,8/31/2024,"130,673.00",AL MUKARRAM TRANSPORT L L C,AL M,10037XXXXX00003,100MT CRANE -MONTHLY,"6,533.65","6,533.65",-
