Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Received Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),Supplier Name,Supplier TRN,Clear description of the supply,VAT Amount AED,VAT Amount Recovered AED,VAT adjustments
01 Invoice,111111111111111,ABC LTD.,BR24-24558-C/R,5/21/2024,5/31/2024,5/1/2024,5/31/2024,"1,149.00",SUPR,10002XXXXX00003,JOTUN PIOLET QD PRIMER GREY (20LTR),57.45,57.45,-
01 Invoice,111111111111111,ABC LTD.,11245027442,5/6/2024,5/23/2024,5/1/2024,5/31/2024,"1,140.00",IMDA,10023XXXXX00003,"Skip Removal - 6 CBM Skip - General Waste
 01/04/20204 to 30/04/2024",57,57,-
01 Invoice,111111111111111,ABC LTD.,SIV-95801,5/3/2024,5/11/2024,5/1/2024,5/31/2024,"1,128.00",AL A,10042XXXXX00003,MS ROUND BAR DIA 80 MM,56.4,56.4,-
01 Invoice,111111111111111,ABC LTD.,2401891,5/13/2024,5/17/2024,5/1/2024,5/31/2024,"1,125.00",AL B,10002XXXXX00003,PLASTIC CHAIN 8MM,56.25,56.25,-
01 Invoice,111111111111111,ABC LTD.,22400984,5/3/2024,5/31/2024,5/1/2024,5/31/2024,"1,100.00",VEET,10025XXXXX00003,ENVRMTL QULTY MTR WITH SOUND SPER SCIENTIFIC - 850069,55,55,-
01 Invoice,111111111111111,ABC LTD.,6509,4/30/2024,5/31/2024,5/1/2024,5/31/2024,"1,100.00",ARIE,10050XXXXX00003,"RATE FOR THOROUGH VISUAL INSPECTION AND CERTICATIONS
 OF LIFTING ACCESSORIES",55,55,-
01 Invoice,111111111111111,ABC LTD.,IBX2413582,5/10/2024,5/31/2024,5/1/2024,5/31/2024,"1,100.00",IBX,10057XXXXX00003,"Transportation
 MILL PO : PO50003835 / BAUHUIS",55,55,-
01 Invoice,111111111111111,ABC LTD.,240530032,5/21/2024,5/30/2024,5/1/2024,5/31/2024,"1,099.36",ASSE,10028XXXXX00003,HEAVY STEEL (61-150KG/M),54.98,54.98,-
01 Invoice,111111111111111,ABC LTD.,INV1907326056,5/1/2024,5/25/2024,5/1/2024,5/31/2024,"1,095.00",Emir,10002XXXXX00003,TELEPHONE EXPENSES FOR APRIL 2024 INTERNET BUNDLES200 MBPSCML YARD 65237800,54.75,54.75,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"1,069.36",ASIA,10000XXXXX00003,Consumables,53.47,53.47,-
01 Invoice,111111111111111,ABC LTD.,2024/090,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"1,060.00",MOVE,10411XXXXX00003,"RETURN FROM SYED CONTG-12M
 ALQOUZ TO AMDSTC
 01-05-2024-63171-DXB
 25-05-2024-70518-DXB",53,53,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"1,059.52",ASIA,10000XXXXX00003,Consumables,52.96,52.96,-
01 Invoice,111111111111111,ABC LTD.,11922,5/27/2024,5/31/2024,5/1/2024,5/31/2024,"1,050.00",FAKH,10006XXXXX00003,COPPER BUSBAR 15 MM X 50 MM X 1 MTR,52.5,52.5,-
01 Invoice,111111111111111,ABC LTD.,13-1328667,5/17/2024,5/31/2024,5/1/2024,5/31/2024,"1,050.00",FINE,10031XXXXX00003,ROAD MARKING PAINT YELLOW 18LTR DRM,52.5,52.5,-
01 Invoice,111111111111111,ABC LTD.,2024/091,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"1,040.00",MOVE,10411XXXXX00003,"HILLS AND FORT DUBAI DIP-14M-RNTSO-000172
 AMSS-000724-24-05-2024-27899-DXB
 AMSS-000737-31-05-2024-20972-DXB",52,52,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"1,026.46",ASIA,10000XXXXX00003,Consumables,51.3,51.3,-
01 Invoice,111111111111111,ABC LTD.,66193,5/29/2024,5/29/2024,5/1/2024,5/31/2024,"1,007.50",ALIF,10000XXXXX00003,SAFETY SHOES,50.37,50.37,-
01 Invoice,111111111111111,ABC LTD.,2024/305,5/13/2024,5/20/2024,5/1/2024,5/31/2024,"1,000.00",MOVE,10411XXXXX00003,"Vehicle maintenance (Heavy)
 Recovery charges of 10 ton pick up 29318",50,50,-
01 Invoice,111111111111111,ABC LTD.,AST-AJM-02154,5/11/2024,5/28/2024,5/1/2024,5/31/2024,999.98,ARAB,10058XXXXX00003,Transport Charges,50,50,-
01 Invoice,111111111111111,ABC LTD.,MCT7210,5/17/2024,5/17/2024,5/1/2024,5/31/2024,"1,000.00",META,10034XXXXX00003,PHOSPHORIC ACID,50,50,-
01 Invoice,111111111111111,ABC LTD.,SSD-0939-2024,5/27/2024,5/31/2024,5/1/2024,5/31/2024,"1,000.00",SEVE,10045XXXXX00003,DIESEL,50,50,-
01 Invoice,111111111111111,ABC LTD.,11654,5/6/2024,5/31/2024,5/1/2024,5/31/2024,960,FAKH,10006XXXXX00003,FORMULA- 6,48,48,-
01 Invoice,111111111111111,ABC LTD.,11245028393,5/8/2024,5/23/2024,5/1/2024,5/31/2024,950,IMDA,10023XXXXX00003,"Sewage Tanker Service 5,000 GAL",47.5,47.5,-
01 Invoice,111111111111111,ABC LTD.,52500,5/23/2024,5/31/2024,5/1/2024,5/31/2024,942.4,CLEA,10033XXXXX00003,CROSS HATCH CUTTER ISO 2409,47.12,47.12,-
01 Invoice,111111111111111,ABC LTD.,2024/095,5/31/2024,5/31/2024,5/1/2024,5/31/2024,935,MOVE,10411XXXXX00003,"Transportation
 Transportation Charges from LP to AMDSTC 
 INV# 2024/095",46.75,46.75,-
01 Invoice,111111111111111,ABC LTD.,2024/091,5/31/2024,5/31/2024,5/1/2024,5/31/2024,925,MOVE,10411XXXXX00003,"GULF STAR-ABU DHABI -RNTSO-000138-12M
 AMSS-000722-22-04-2024-48092-DXB",46.25,46.25,-
01 Invoice,111111111111111,ABC LTD.,2024/091,5/31/2024,5/31/2024,5/1/2024,5/31/2024,925,MOVE,10411XXXXX00003,"WESTERN BAINOONA
 ABU DHABI-12M-RNTSO-000098
 AMSS-000702-10-05-2024-94246-DXB",46.25,46.25,-
01 Invoice,111111111111111,ABC LTD.,JK-470,5/31/2024,5/31/2024,5/1/2024,5/31/2024,925,AL F,10035XXXXX00003,"GS INIMA RNTSO-000158 Mafraq-12m
 AMSS-000712-AMSS-00713-81087-DXB",46.25,46.25,-
01 Invoice,111111111111111,ABC LTD.,SIV-95801,5/3/2024,5/11/2024,5/1/2024,5/31/2024,925,AL A,10042XXXXX00003,MS ROUND BAR DIA 70 MM,46.25,46.25,-
01 Invoice,111111111111111,ABC LTD.,11995,5/10/2024,5/31/2024,5/1/2024,5/31/2024,900,FAKH,10006XXXXX00003,CABLE TIE 200 MM,45,45,-
01 Invoice,111111111111111,ABC LTD.,24119,5/31/2024,5/31/2024,5/1/2024,5/31/2024,900,OMRA,10033XXXXX00003,"Hire Charges - Forklift/Crane/Others
 HIRE CHARGES FOR 100 TON CRANE",45,45,-
01 Invoice,111111111111111,ABC LTD.,24119,5/31/2024,5/31/2024,5/1/2024,5/31/2024,900,OMRA,10033XXXXX00003,"Hire Charges - Forklift/Crane/Others
 HIRE CHARGES FOR 100 TON CRANE",45,45,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,890.21,ASIA,10000XXXXX00003,Consumables,44.51,44.51,-
01 Invoice,111111111111111,ABC LTD.,21733,5/6/2024,5/21/2024,5/1/2024,5/31/2024,875,BIN,10023XXXXX00003,"Printing Charges
 NCR 1+3",43.75,43.75,-
01 Invoice,111111111111111,ABC LTD.,100 / 10019685,5/28/2024,5/31/2024,5/1/2024,5/31/2024,874,STON,10023XXXXX00003,CARBOGUARD 890 BLACK 9005 38L,43.7,43.7,-
01 Invoice,111111111111111,ABC LTD.,65032,5/2/2024,5/31/2024,5/1/2024,5/31/2024,850,ALIF,10000XXXXX00003,SAFETY BELT,42.5,42.5,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,842.69,ASIA,10000XXXXX00003,Consumables,42.12,42.12,-
01 Invoice,111111111111111,ABC LTD.,2024/091,5/31/2024,5/31/2024,5/1/2024,5/31/2024,840,MOVE,10411XXXXX00003,"AL JUNA-JUMERIYAH-RNTSO-000165-12M
 AMSS-000729-28-05-2024-22489-DXB
 AMSS-000734-30-05-2024-34362-DXB",42,42,-
01 Invoice,111111111111111,ABC LTD.,2024/098,5/31/2024,5/31/2024,5/1/2024,5/31/2024,840,MOVE,10411XXXXX00003,"Transportation
 Transportation Charges from DIP to AMDSTC
 INV#2024/098
 LIBERIA SHIPMENT",42,42,-
01 Invoice,111111111111111,ABC LTD.,87711,5/31/2024,5/31/2024,5/1/2024,5/31/2024,840,DOUB,10023XXXXX00003,OXYGEN 40 LTRS,42,42,-
01 Invoice,111111111111111,ABC LTD.,JK-470,5/31/2024,5/31/2024,5/1/2024,5/31/2024,840,AL F,10035XXXXX00003,"AL JUNA-12M-RNTSO-000165-JUMERIYAH ALQOUZ
 AMSS-000716-20/05/2024-81087-DXB
 AMSS-000727-27/05/2024-81087-DXB",42,42,-
01 Invoice,111111111111111,ABC LTD.,JK-472,5/31/2024,5/31/2024,5/1/2024,5/31/2024,840,AL F,10035XXXXX00003,"Transportation
 Transportation charges against LP 
 INV#JK-472
 LIBERIA SHIPMENT",42,42,-
01 Invoice,111111111111111,ABC LTD.,2406315,5/22/2024,5/31/2024,5/1/2024,5/31/2024,820,PROM,10035XXXXX00003,Vehicle Insurance - CATERPILLAR 1/92968,41,41,-
01 Invoice,111111111111111,ABC LTD.,2406318,5/22/2024,5/31/2024,5/1/2024,5/31/2024,820,PROM,10035XXXXX00003,Vehicle Insurance - HYSTER 1/53819,41,41,-
01 Invoice,111111111111111,ABC LTD.,65996,5/5/2024,5/31/2024,5/1/2024,5/31/2024,813.6,ALIF,10000XXXXX00003,WELDING GLOVES WITH PIPING YELLOW,40.68,40.68,-
01 Invoice,111111111111111,ABC LTD.,26739,5/17/2024,5/31/2024,5/1/2024,5/31/2024,810,MOHD,10006XXXXX00003,NEOPRENE SHEET 3MM X 1M X 10M,40.5,40.5,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,808.68,ASIA,10000XXXXX00003,Consumables,40.43,40.43,-
01 Invoice,111111111111111,ABC LTD.,11927,5/29/2024,5/31/2024,5/1/2024,5/31/2024,800,FAKH,10006XXXXX00003,BAKELITE SHEET 25 MM,40,40,-
01 Invoice,111111111111111,ABC LTD.,14990,5/29/2024,5/29/2024,5/1/2024,5/31/2024,800,IRON,10032XXXXX00003,BEND SAW BLADE 34 X 1.1MM,40,40,-
01 Invoice,111111111111111,ABC LTD.,2175045,5/16/2024,5/23/2024,5/1/2024,5/31/2024,800,DIRE,10035XXXXX00003,Trade License Renewal,40,40,-
01 Invoice,111111111111111,ABC LTD.,KGV/INV/2024/4917,4/30/2024,5/31/2024,5/1/2024,5/31/2024,800,KAPI,10049XXXXX00003,Documentation,40,40,-
01 Invoice,111111111111111,ABC LTD.,MBM/24/287,5/9/2024,5/31/2024,5/1/2024,5/31/2024,800,AL M,10026XXXXX00003,PANEL ENCLOSURE SIZE- 300 X400 X 200 MM,40,40,-
01 Invoice,111111111111111,ABC LTD.,EEC-1359-24,5/1/2024,5/31/2024,5/1/2024,5/31/2024,798,ETMA,10032XXXXX10003,"Temporary Staff Cost
 TACK WELDER",39.9,39.9,-
01 Invoice,111111111111111,ABC LTD.,24120,5/31/2024,5/31/2024,5/1/2024,5/31/2024,787.5,OMRA,10033XXXXX00003,"Hire Charges - Forklift/Crane/Others
 FORKLIFT 15 TON HIRE CHARGES 4.5 HOURS",39.38,39.38,-
01 Invoice,111111111111111,ABC LTD.,62/MAY/AMDF/24,5/31/2024,5/31/2024,5/1/2024,5/31/2024,780,AL S,10058XXXXX00003,TEMPORARY STAFF-DRIVER OT-MAY 2024,39,39,-
01 Invoice,111111111111111,ABC LTD.,SI243472,5/1/2024,5/31/2024,5/1/2024,5/31/2024,780,BEAR,10034XXXXX00003,BALL BEARING 6310 SKF,39,39,-
01 Invoice,111111111111111,ABC LTD.,BR24-24454-C/R,5/8/2024,5/31/2024,5/1/2024,5/31/2024,765,SUPR,10002XXXXX00003,NATIONAL THINNER DRUM,38.25,38.25,-
01 Invoice,111111111111111,ABC LTD.,87712,5/31/2024,5/31/2024,5/1/2024,5/31/2024,756,DOUB,10023XXXXX00003,OXYGEN 40 LTRS,37.8,37.8,-
01 Invoice,111111111111111,ABC LTD.,21732,5/6/2024,5/23/2024,5/1/2024,5/31/2024,750,BIN,10023XXXXX00003,"Printing Charges
 NCR 1+3
 INTERNAL GATE PASS",37.5,37.5,-
01 Invoice,111111111111111,ABC LTD.,21732,5/6/2024,5/23/2024,5/1/2024,5/31/2024,750,BIN,10023XXXXX00003,"Printing Charges
 NCR 1+3
 MATERIAL ISSUE SLIP",37.5,37.5,-
01 Invoice,111111111111111,ABC LTD.,SIV-95801,5/3/2024,5/11/2024,5/1/2024,5/31/2024,745,AL A,10042XXXXX00003,MS ROUND BAR DIA 65 MM,37.25,37.25,-
01 Invoice,111111111111111,ABC LTD.,BR24-24472-C/R,5/10/2024,5/31/2024,5/1/2024,5/31/2024,740,SUPR,10002XXXXX00003,OXYGEN REGULATOR,37,37,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,734.65,ASIA,10000XXXXX00003,Consumables,36.73,36.73,-
01 Invoice,111111111111111,ABC LTD.,2024/082,5/6/2024,5/31/2024,5/1/2024,5/31/2024,725,MOVE,10411XXXXX00003,"Transportation
 PO50003882 / SOFRATEST",36.25,36.25,-
01 Invoice,111111111111111,ABC LTD.,2024/094,5/31/2024,5/31/2024,5/1/2024,5/31/2024,725,MOVE,10411XXXXX00003,Transportation,36.25,36.25,-
01 Invoice,111111111111111,ABC LTD.,2024/087,5/29/2024,5/31/2024,5/1/2024,5/31/2024,725,MOVE,10411XXXXX00003,Transportation,36.25,36.25,-
01 Invoice,111111111111111,ABC LTD.,SIV-95801,5/3/2024,5/11/2024,5/1/2024,5/31/2024,720,AL A,10042XXXXX00003,CHROME BAR 56 MM X 1 MTR,36,36,-
01 Invoice,111111111111111,ABC LTD.,2024/091,5/31/2024,5/31/2024,5/1/2024,5/31/2024,715,MOVE,10411XXXXX00003,"ORION HAMRIYAH-12M-RNTSO-000167
 AMSS-000717-21-05-2024-26980-DXB",35.75,35.75,-
01 Invoice,111111111111111,ABC LTD.,INV/807/2024,5/21/2024,5/31/2024,5/1/2024,5/31/2024,700.43,MERC,10407XXXXX00003,TRANSPORT CHARGES,35.02,35.02,-
01 Invoice,111111111111111,ABC LTD.,3014,5/14/2024,5/31/2024,5/1/2024,5/31/2024,700,MUHA,10039XXXXX00003,Hire Charges - Forklift/Crane/Others,35,35,-
01 Invoice,111111111111111,ABC LTD.,JFN24-27935,5/22/2024,5/28/2024,5/1/2024,5/31/2024,700,MOHD,10006XXXXX00003,SOLAR ALERT LIGHT AMBER AXH2426,35,35,-
01 Invoice,111111111111111,ABC LTD.,66193,5/29/2024,5/29/2024,5/1/2024,5/31/2024,697.5,ALIF,10000XXXXX00003,SAFETY SHOES,34.87,34.87,-
01 Invoice,111111111111111,ABC LTD.,MBM/24/283,5/8/2024,5/31/2024,5/1/2024,5/31/2024,680,AL M,10026XXXXX00003,COPPER WIRE 16 SQM X SINGLE CORE,34,34,-
01 Invoice,111111111111111,ABC LTD.,65996,5/5/2024,5/31/2024,5/1/2024,5/31/2024,660,ALIF,10000XXXXX00003,SAFETY GOOGLE,33,33,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,639.93,ASIA,10000XXXXX00003,Consumables,31.99,31.99,-
01 Invoice,111111111111111,ABC LTD.,SIV-95801,5/3/2024,5/11/2024,5/1/2024,5/31/2024,634,AL A,10042XXXXX00003,MS ROUND BAR DIA 60 MM,31.7,31.7,-
01 Invoice,111111111111111,ABC LTD.,IN008062,5/1/2024,5/31/2024,5/1/2024,5/31/2024,630,AL B,10027XXXXX00003,SMOKE DETECTOR,31.5,31.5,-
01 Invoice,111111111111111,ABC LTD.,11711,5/10/2024,5/31/2024,5/1/2024,5/31/2024,625,FAKH,10006XXXXX00003,SAND DISC 5'',31.25,31.25,-
01 Invoice,111111111111111,ABC LTD.,52534,5/25/2024,5/31/2024,5/1/2024,5/31/2024,620,CLEA,10033XXXXX00003,HIGH PRESSURE PAINT HOSE 3/8'' X 15 MTR,31,31,-
01 Invoice,111111111111111,ABC LTD.,66193,5/29/2024,5/29/2024,5/1/2024,5/31/2024,620,ALIF,10000XXXXX00003,SAFETY SHOES,31,31,-
01 Invoice,111111111111111,ABC LTD.,12930031,5/31/2024,5/31/2024,5/1/2024,5/31/2024,614.47,OASI,10002XXXXX00003,Office Cleaning&Maintenance- Water - 330ml - May '24,30.72,30.72,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,605.04,ASIA,10000XXXXX00003,Consumables,30.26,30.26,-
01 Invoice,111111111111111,ABC LTD.,DXB-67956,5/21/2024,5/23/2024,5/1/2024,5/31/2024,603.3,JACK,10004XXXXX00003,"Office Cleaning&Maintenance
 Dallmayr Topping",30.16,30.16,-
01 Invoice,111111111111111,ABC LTD.,11603,5/3/2024,5/31/2024,5/1/2024,5/31/2024,600,FAKH,10006XXXXX00003,BRASS HEX BAR OD 32 MM X 1 MTRS,30,30,-
01 Invoice,111111111111111,ABC LTD.,11734,5/11/2024,5/31/2024,5/1/2024,5/31/2024,600,FAKH,10006XXXXX00003,SAFETY GOOGLE,30,30,-
01 Invoice,111111111111111,ABC LTD.,11927,5/29/2024,5/31/2024,5/1/2024,5/31/2024,600,FAKH,10006XXXXX00003,HELMAT CHAIN STRIP,30,30,-
01 Invoice,111111111111111,ABC LTD.,3005,5/10/2024,5/31/2024,5/1/2024,5/31/2024,600,MUHA,10039XXXXX00003,Shovel Rental - Time Sheet no. 08363 & 08362,30,30,-
01 Invoice,111111111111111,ABC LTD.,IN008082,5/12/2024,5/30/2024,5/1/2024,5/31/2024,600,AL B,10027XXXXX00003,FIRE EXTINGUISHER DRY POWDER 4 KG,30,30,-
01 Invoice,111111111111111,ABC LTD.,MBM/24/281,5/8/2024,5/31/2024,5/1/2024,5/31/2024,590,AL M,10026XXXXX00003,HYDRAULIC OIL VG-220,29.5,29.5,-
01 Invoice,111111111111111,ABC LTD.,129241,5/15/2024,5/30/2024,5/1/2024,5/31/2024,586,Kand,10032XXXXX00003,ELectrical Plugs,29.3,29.3,-
01 Invoice,111111111111111,ABC LTD.,INV1907476869,5/1/2024,5/25/2024,5/1/2024,5/31/2024,580,Emir,10002XXXXX00003,TELEPHONE EXPENSES FOR APRIL 2024 FIXED LINE OVER SIP (BUSINESS TRUNK) 06-5,29,29,-
01 Invoice,111111111111111,ABC LTD.,11654,5/6/2024,5/31/2024,5/1/2024,5/31/2024,575,FAKH,10006XXXXX00003,NOSE MASK N95,28.75,28.75,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,571.99,ASIA,10000XXXXX00003,Consumables,28.61,28.61,-
01 Invoice,111111111111111,ABC LTD.,SIV-95801,5/3/2024,5/11/2024,5/1/2024,5/31/2024,571,AL A,10042XXXXX00003,MS ROUND BAR 55 MM,28.55,28.55,-
01 Invoice,111111111111111,ABC LTD.,RHTI-22093,5/31/2024,5/31/2024,5/1/2024,5/31/2024,560,ROYA,10038XXXXX00003,MECHANICAL SERVICES CHARGES,28,28,-
01 Invoice,111111111111111,ABC LTD.,INV-003723,5/14/2024,5/14/2024,5/1/2024,5/31/2024,550,PEAR,10050XXXXX00003,ACETONE BTL 2.5 LTR,27.5,27.5,-
01 Invoice,111111111111111,ABC LTD.,11785,5/15/2024,5/31/2024,5/1/2024,5/31/2024,540,FAKH,10006XXXXX00003,PENDESTAL FAN 18'',27,27,-
01 Invoice,111111111111111,ABC LTD.,11996/24,5/30/2024,5/31/2024,5/1/2024,5/31/2024,540,FAKH,10006XXXXX00003,"GAS PRESSURE GAUGE 1/2'' BOTTOM, 0-200 MBAR, 2'' DIAL",27,27,-
01 Invoice,111111111111111,ABC LTD.,87711,5/31/2024,5/31/2024,5/1/2024,5/31/2024,540,DOUB,10023XXXXX00003,ARGON GAS 40 LTR,27,27,-
01 Invoice,111111111111111,ABC LTD.,IN008062,5/1/2024,5/31/2024,5/1/2024,5/31/2024,540,AL B,10027XXXXX00003,EMERGENCY LIGHT,27,27,-
01 Invoice,111111111111111,ABC LTD.,IN008062,5/1/2024,5/31/2024,5/1/2024,5/31/2024,540,AL B,10027XXXXX00003,EXIT LIGHT,27,27,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,532.81,ASIA,10000XXXXX00003,Consumables,26.63,26.63,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,528.69,ASIA,10000XXXXX00003,Consumables,26.44,26.44,-
01 Invoice,111111111111111,ABC LTD.,24120,5/31/2024,5/31/2024,5/1/2024,5/31/2024,525,OMRA,10033XXXXX00003,"Hire Charges - Forklift/Crane/Others
 FORKLIFT 15 TON HIRE CHARGES 3 HOURS",26.25,26.25,-
01 Invoice,111111111111111,ABC LTD.,2024/097,5/31/2024,5/31/2024,5/1/2024,5/31/2024,520,MOVE,10411XXXXX00003,"Transportation
 Transportation Charges from ASSENT DIC to AMDSTC -15 MTR TRAILER
 INV# 2024/097
 LIBERIA SHIPMENT",26,26,-
01 Invoice,111111111111111,ABC LTD.,20111,5/16/2024,5/30/2024,5/1/2024,5/31/2024,504,L O,10002XXXXX00003,Combo circuit breaker lock,25.2,25.2,-
01 Invoice,111111111111111,ABC LTD.,8097053703,5/7/2024,5/30/2024,5/1/2024,5/31/2024,500,AKZO,10002XXXXX00003,INTERTHANE 990 SG,25,25,-
01 Invoice,111111111111111,ABC LTD.,INH/5215/2024,5/31/2024,5/31/2024,5/1/2024,5/31/2024,500,PHOE,10003XXXXX00003,DOCUMENT CHARGES,25,25,-
01 Invoice,111111111111111,ABC LTD.,MCT7193,5/15/2024,5/15/2024,5/1/2024,5/31/2024,500,META,10034XXXXX00003,PHOSPHORIC ACID,25,25,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,496.15,ASIA,10000XXXXX00003,Consumables,24.79,24.79,-
01 Invoice,111111111111111,ABC LTD.,DXB-67956,5/21/2024,5/23/2024,5/1/2024,5/31/2024,493.7,JACK,10004XXXXX00003,"Office Cleaning&Maintenance
 Dallmayr Milk Cardamon Tea",24.69,24.69,-
01 Invoice,111111111111111,ABC LTD.,52534,5/25/2024,5/31/2024,5/1/2024,5/31/2024,472,CLEA,10033XXXXX00003,HIGH PRESSURE PAINT HOSE 1/4'' X 15 MTR,23.6,23.6,-
01 Invoice,111111111111111,ABC LTD.,11654,5/6/2024,5/31/2024,5/1/2024,5/31/2024,470,FAKH,10006XXXXX00003,BLUE PAINT DRUM,23.5,23.5,-
01 Invoice,111111111111111,ABC LTD.,11923,5/27/2024,5/31/2024,5/1/2024,5/31/2024,470,FAKH,10006XXXXX00003,RED PAINT DRUM,23.5,23.5,-
01 Invoice,111111111111111,ABC LTD.,11923,5/27/2024,5/31/2024,5/1/2024,5/31/2024,470,FAKH,10006XXXXX00003,BLACK PAINT,23.5,23.5,-
01 Invoice,111111111111111,ABC LTD.,11923,5/27/2024,5/31/2024,5/1/2024,5/31/2024,470,FAKH,10006XXXXX00003,NATIONAL OIL PAINT YELLOW 348 DRUM,23.5,23.5,-
01 Invoice,111111111111111,ABC LTD.,34420,4/25/2024,5/30/2024,5/1/2024,5/31/2024,460,AL I,10030XXXXX00003,ROLL UP WITH STAND,23,23,-
01 Invoice,111111111111111,ABC LTD.,24440,5/22/2024,5/30/2024,5/1/2024,5/31/2024,452,STAR,10021XXXXX00003,Stationary,22.6,22.6,-
01 Invoice,111111111111111,ABC LTD.,11923,5/27/2024,5/31/2024,5/1/2024,5/31/2024,450,FAKH,10006XXXXX00003,SAFETY SHOES,22.5,22.5,-
01 Invoice,111111111111111,ABC LTD.,11959,5/29/2024,5/31/2024,5/1/2024,5/31/2024,450,FAKH,10006XXXXX00003,LED SQUARE LIGHT 60 WATT,22.5,22.5,-
01 Invoice,111111111111111,ABC LTD.,3013,5/14/2024,5/31/2024,5/1/2024,5/31/2024,450,MUHA,10039XXXXX00003,"BOBCAT RENTAL, 27-28/11 (AED 50/HR) - REMOVAL OF DEBRIS, SAND ROWS, LEVELLING OF GROUND (ICP + PIPE MILL)",22.5,22.5,-
01 Invoice,111111111111111,ABC LTD.,INH/5215/2024,5/31/2024,5/31/2024,5/1/2024,5/31/2024,450,PHOE,10003XXXXX00003,DOCUMENT CHARGES,22.5,22.5,-
01 Invoice,111111111111111,ABC LTD.,MBM/24/238,5/7/2024,5/31/2024,5/1/2024,5/31/2024,450,AL M,10026XXXXX00003,WORKING LIGHT,22.5,22.5,-
01 Invoice,111111111111111,ABC LTD.,MHT 2024/304,4/25/2024,5/14/2024,5/1/2024,5/31/2024,450,MOVE,10411XXXXX00003,"Vehicle maintenance (Heavy)
 DXB29318
 FUEL OIL FILTER,LABOUR CHARGES",22.5,22.5,-
01 Invoice,111111111111111,ABC LTD.,964795,5/27/2024,5/30/2024,5/1/2024,5/31/2024,440,AL K,10026XXXXX00003,BATTERY 12 V,22,22,-
01 Invoice,111111111111111,ABC LTD.,34990,5/17/2024,5/30/2024,5/1/2024,5/31/2024,440,AL I,10030XXXXX00003,Vinyl print,22,22,-
01 Invoice,111111111111111,ABC LTD.,11711,5/10/2024,5/31/2024,5/1/2024,5/31/2024,425,FAKH,10006XXXXX00003,HEX BOLT NUT AND WASHER 24 X 50,21.25,21.25,-
01 Invoice,111111111111111,ABC LTD.,JK-470,5/31/2024,5/31/2024,5/1/2024,5/31/2024,420,AL F,10035XXXXX00003,"GULF STAR-12M-DIC-RNTSO-000137
 AMSS-000733-30-05-2024-81087-DXB",21,21,-
01 Invoice,111111111111111,ABC LTD.,GS0232922,5/10/2024,5/31/2024,5/1/2024,5/31/2024,400,HAMR,10039XXXXX00003,"OTHER SERVICES CHARGES - AC gas Refilling & Overhauling - per AC- Workers Accomodation
  Room E3 G15",20,20,-
01 Invoice,111111111111111,ABC LTD.,KGV/INV/2024/4546,4/1/2024,5/31/2024,5/1/2024,5/31/2024,400,KAPI,10049XXXXX00003,KGV/INV/2024/4546,20,20,-
01 Invoice,111111111111111,ABC LTD.,1422/24,5/8/2024,5/30/2024,5/1/2024,5/31/2024,400,Accu,10024XXXXX00003,Tools,20,20,-
01 Invoice,111111111111111,ABC LTD.,11998,5/20/2024,5/31/2024,5/1/2024,5/31/2024,390,FAKH,10006XXXXX00003,PIPE GI 2 1/2'',19.5,19.5,-
01 Invoice,111111111111111,ABC LTD.,22670,5/6/2024,5/17/2024,5/1/2024,5/31/2024,385,STAR,10021XXXXX00003,Stationary,19.25,19.25,-
01 Invoice,111111111111111,ABC LTD.,24194,5/20/2024,5/23/2024,5/1/2024,5/31/2024,384,STAR,10021XXXXX00003,Stationary,19.2,19.2,-
