Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Received Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),Supplier Name,Supplier TRN,Supplier TRN,Clear description of the supply,VAT Amount AED,VAT Amount Recovered AED,VAT adjustments
01 Invoice,1.11111E+14,ABC LTD.,IBX2414034,6/25/2024,6/30/2024,6/1/2024,6/30/2024,"4,350.00",IBX,1.00578E+14,10057XXXXX00003,Documentation-(E),217.5,217.5,
01 Invoice,1.11111E+14,ABC LTD.,IBX2414047,6/25/2024,6/30/2024,6/1/2024,6/30/2024,"12,750.00",IBX,1.00578E+14,10057XXXXX00003,Port Handling Expenses-(E),637.5,637.5,
01 Invoice,1.11111E+14,ABC LTD.,CAFU/INV-5729/2024,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"74,584.20",CAFU,1.00542E+14,10054XXXXX00003,DIESEL,"3,729.21","3,729.21",
01 Invoice,1.11111E+14,ABC LTD.,CGT-24-05-0028,5/23/2024,6/20/2024,6/1/2024,6/30/2024,"5,450.00",CARD,1.00031E+14,10003XXXXX00003,"GS INIMA DESALINATION -RNTSO-000158
 ABU DHABI SHUWEIHAT-12M
 77060-ADH-17-05-2024-AMSS-000712
 61344-ADH-17-05-2024-AMSS-000713
 INV # CGT-24-05-0228",272.5,272.5,
01 Invoice,1.11111E+14,ABC LTD.,8.13442E+16,5/24/2024,6/27/2024,6/1/2024,6/30/2024,"156,613.60",THE,1.00049E+14,10004XXXXX00003,"Prepaid
 Policy No : 44/911813/PM/001389
 Policy Type: Contractors Plant and Machinery
 Policy Period: 30 May 2024 - 29 May 2025","7,830.68","7,830.68",
01 Invoice,1.11111E+14,ABC LTD.,23362,6/1/2024,6/27/2024,6/1/2024,6/30/2024,"1,285.00",JASB,1.00361E+14,10036XXXXX00003,"SEDE-14M-ABU DHABI CITY-RNTSO-000161
 AMSS-000728-28/05/2024-46071-DXB",64.25,64.25,
01 Invoice,1.11111E+14,ABC LTD.,240630017,6/10/2024,6/29/2024,6/1/2024,6/30/2024,"83,246.00",ASSE,1.00284E+14,10028XXXXX00003,LIGHT STEEL (0-30KG/M),"4,162.30","4,162.30",
01 Invoice,1.11111E+14,ABC LTD.,240630018,6/10/2024,6/29/2024,6/1/2024,6/30/2024,"11,101.20",ASSE,1.00284E+14,10028XXXXX00003,HEAVY STEEL (61-150KG/M),555.06,555.06,
01 Invoice,1.11111E+14,ABC LTD.,9795,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"3,800.00",AHMA,1.00383E+14,10038XXXXX00003,SWEET WATER 5000 GLN,190,190,
01 Invoice,1.11111E+14,ABC LTD.,2024/116,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"2,805.00",MOVE,1.04113E+14,10411XXXXX00003,"GULF STAR-RETURN SSP ADH MUSSAFA
 17784-DXB-12-06-2024
 34362-DXB-12-06-2024
 35178-DXB-13-06-2024",140.25,140.25,
01 Invoice,1.11111E+14,ABC LTD.,2024/115,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"20,435.00",MOVE,1.04113E+14,10411XXXXX00003,"HILLS AND FORT-14M-RNTSO-000172 DIP
 AMSS-000738-01-06-2024-20972-DXB
 AMSS-000739-03-06-2024-20972-DXB
 AMSS-000743-04-06-2024-20972-DXB","1,021.75","1,021.75",
01 Invoice,1.11111E+14,ABC LTD.,89474,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"22,708.00",DOUB,1.00231E+14,10023XXXXX00003,ACETYLENE 210 CFT,"1,135.40","1,135.40",
01 Invoice,1.11111E+14,ABC LTD.,JK-474,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"10,640.00",AL F,1.00353E+14,10035XXXXX00003,"CRYSTAL PROJECT-RNTSO-000157-12M ADH CITY
 AMSS-000740-03-06-2024-81087-DXB
 AMSS-000761-13-06-2024-81087-DXB",532,532,
01 Invoice,1.11111E+14,ABC LTD.,23511,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"6,390.00",JASB,1.00361E+14,10036XXXXX00003,"AL JUNA -14M-UMM SQUIM ALQOUZ-RNTSO-000165
 AMSS-000765-13622-DXB-20-06-2024
 AMSS-000770-13622-DXB-21-06-2024
 AMSS-000781-86786-DXB-25-06-2024
 AMSS-000785-4639--DXB-26-06-2024
 AMSS-000789-24965-DXB-28-06-2024",319.5,319.5,
01 Invoice,1.11111E+14,ABC LTD.,CI006280/2,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"95,751.00",LIBE,1.00259E+14,10025XXXXX00003,"Temporary Staff Cost
 FABRICATOR","4,787.55","4,787.55",
01 Invoice,1.11111E+14,ABC LTD.,240138,5/27/2024,6/7/2024,6/1/2024,6/30/2024,"20,000.00",RHMC,1.04214E+14,10421XXXXX00003,2VP-50% ADVANCE PAYMENT TO RHMC MANAGEMENT FOR PO20017115,"1,000.00","1,000.00",
01 Invoice,1.11111E+14,ABC LTD.,"AVNPQ–AM–INV-64/24,",6/17/2024,6/20/2024,6/1/2024,6/30/2024,"17,500.00",AVN,1.00326E+14,10032XXXXX00003,50% ADV PAYMENT TO AVN PROFESSIONAL FOR QMS UPGRADE PO50005104,875,875,
01 Invoice,1.11111E+14,ABC LTD.,AE1420524ATIR0001288,5/31/2024,6/3/2024,6/1/2024,6/30/2024,301,STAN,1.00266E+14,10026XXXXX00003,1GJ-BANK VAT CHARGES FOR THE MONTH OF MAY'24 (SCB),15.05,15.05,
01 Invoice,1.11111E+14,ABC LTD.,324050302,5/10/2024,6/3/2024,6/1/2024,6/30/2024,150,BNP,1.00041E+14,10004XXXXX00003,1GJ-BANK VAT CHARGES FOR THE MONTH OF MAY'24 (BNP),7.5,7.5,
01 Invoice,1.11111E+14,ABC LTD.,R00539,6/11/2024,6/30/2024,6/1/2024,6/30/2024,75,PARA,1.00375E+14,10037XXXXX00003,Transportation Charges,3.75,3.75,
01 Invoice,1.11111E+14,ABC LTD.,R00512,6/5/2024,6/30/2024,6/1/2024,6/30/2024,75,PARA,1.00375E+14,10037XXXXX00003,Transportation Charges,3.75,3.75,
01 Invoice,1.11111E+14,ABC LTD.,0324050301 /0324050675 / 0324951031,5/31/2024,6/3/2024,6/1/2024,6/30/2024,"63,171.80",BNP,1.00041E+14,10004XXXXX00003,2GJ-BANK VAT CHARGES FOR THE MONTH OF MAY'24 (BNP),"3,158.59","3,158.59",
01 Invoice,1.11111E+14,ABC LTD.,AE1420524ATIR00023306 /1954 /2017 / 2086 / 0531,5/31/2024,6/3/2024,6/1/2024,6/30/2024,"201,523.60",STAN,1.00266E+14,10026XXXXX00003,2GJ-BANK VAT CHARGES FOR THE MONTH OF MAY'24 (SCB),"10,076.18","10,076.18",
01 Invoice,1.11111E+14,ABC LTD.,3M-2888-24,6/4/2024,6/7/2024,6/1/2024,6/30/2024,"43,500.00",3M S,1.00392E+14,10039XXXXX00003,30% ADVANCE TO 3M STAR COMPUTERS FOR PO20016338,"2,175.00","2,175.00",
01 Invoice,1.11111E+14,ABC LTD.,DIC/CAS/134137,6/8/2024,6/20/2024,6/1/2024,6/30/2024,114,ALI,1.00222E+14,10022XXXXX00003,DIC/CAS/134137-MIRROR,5.7,5.7,
01 Invoice,1.11111E+14,ABC LTD.,HPS24000634,6/7/2024,6/20/2024,6/1/2024,6/30/2024,261.9,Hada,1.00386E+14,10038XXXXX00003,HPS24000634-PUSH TYPE SEAL,13.1,13.1,
01 Invoice,1.11111E+14,ABC LTD.,24/11222,5/31/2024,6/20/2024,6/1/2024,6/30/2024,160,INTE,1.00034E+14,10003XXXXX00003,24/11222-COOLANT -3.8 LTR,8,8,
01 Invoice,1.11111E+14,ABC LTD.,JFN24-32858,6/13/2024,6/24/2024,6/1/2024,6/30/2024,120,Mohd,1.00064E+14,10006XXXXX00003,JFN24-32858-PLY WOOD,6,6,
01 Invoice,1.11111E+14,ABC LTD.,04-149006,6/12/2024,6/24/2024,6/1/2024,6/30/2024,210,Fine,1.00314E+14,10031XXXXX00003,04-149006-Annular cutter,10.5,10.5,
01 Invoice,1.11111E+14,ABC LTD.,34509,6/3/2024,6/24/2024,6/1/2024,6/30/2024,140,HYDR,1.00232E+14,10023XXXXX00003,34509-Yard consumables,7,7,
01 Invoice,1.11111E+14,ABC LTD.,34542,6/7/2024,6/24/2024,6/1/2024,6/30/2024,142.86,HYDR,1.00232E+14,10023XXXXX00003,34542-Hydraulic Hose,7.14,7.14,
01 Invoice,1.11111E+14,ABC LTD.,INV1915766935,6/1/2024,6/25/2024,6/1/2024,6/30/2024,95,Emir,1.00023E+14,10002XXXXX00003,Telephone Expenses for MAY 2024 OFFICE FAX 04-3472521,4.75,4.75,
01 Invoice,1.11111E+14,ABC LTD.,INV1912617055,6/1/2024,6/25/2024,6/1/2024,6/30/2024,95,Emir,1.00023E+14,10002XXXXX00003,Telephone Expenses for MAY 2024 OFFICE TEL 04-3474411,4.75,4.75,
01 Invoice,1.11111E+14,ABC LTD.,INV1912614225,6/1/2024,6/25/2024,6/1/2024,6/30/2024,"1,886.88",Emir,1.00023E+14,10002XXXXX00003,Telephone Expenses for MAY 2024 OFFICE 04-8036666,94.34,94.34,
01 Invoice,1.11111E+14,ABC LTD.,INV1911956599,6/1/2024,6/25/2024,6/1/2024,6/30/2024,"3,375.00",Emir,1.00023E+14,10002XXXXX00003,Telephone Expenses for MAY 2024 JAFZA ADSL 04-8801440,168.75,168.75,
01 Invoice,1.11111E+14,ABC LTD.,INV1911986889,6/1/2024,6/25/2024,6/1/2024,6/30/2024,"12,909.00",Emir,1.00023E+14,10002XXXXX00003,Telephone Expenses for MAY 2024 DIGITAL PREMIUM INTERNET 900104125151,645.45,645.45,
01 Invoice,1.11111E+14,ABC LTD.,IBX2413571,5/3/2024,6/28/2024,6/1/2024,6/30/2024,150,I B,1.00578E+14,10057XXXXX00003,Transportation Charges,7.5,7.5,
01 Invoice,1.11111E+14,ABC LTD.,10006240873,6/19/2024,6/28/2024,6/1/2024,6/30/2024,"28,138.20",Duba,1.00028E+14,10002XXXXX00003,"2GJ-DEWA-ELECTRICITY CHARGES 11/05/24-10/06/24(25,424.09)","1,406.91","1,406.91",
01 Invoice,1.11111E+14,ABC LTD.,2024/093,5/31/2024,6/30/2024,6/1/2024,6/30/2024,"7,890.00",MOVE,1.04113E+14,10411XXXXX00003,Transportation Charges,394.5,394.5,
01 Invoice,1.11111E+14,ABC LTD.,JK-471,5/31/2024,6/30/2024,6/1/2024,6/30/2024,715,AL F,1.00353E+14,10035XXXXX00003,Transportation Charges,35.75,35.75,
01 Invoice,1.11111E+14,ABC LTD.,COI-L087303-24,5/24/2024,6/30/2024,6/1/2024,6/30/2024,"284,662.80",AL F,1.00047E+14,10004XXXXX00003,Transportation Charges,"14,233.14","14,233.14",
01 Invoice,1.11111E+14,ABC LTD.,R00423,5/6/2024,6/30/2024,6/1/2024,6/30/2024,125,PARA,1.00375E+14,10037XXXXX00003,Transportation Charges,6.25,6.25,
01 Invoice,1.11111E+14,ABC LTD.,R00441,5/14/2024,6/30/2024,6/1/2024,6/30/2024,125,PARA,1.00375E+14,10037XXXXX00003,Transportation Charges,6.25,6.25,
01 Invoice,1.11111E+14,ABC LTD.,R00446,5/15/2024,6/30/2024,6/1/2024,6/30/2024,75,PARA,1.00375E+14,10037XXXXX00003,Transportation Charges,3.75,3.75,
01 Invoice,1.11111E+14,ABC LTD.,R00448,5/16/2024,6/30/2024,6/1/2024,6/30/2024,125,PARA,1.00375E+14,10037XXXXX00003,Transportation Charges,6.25,6.25,
01 Invoice,1.11111E+14,ABC LTD.,0324050451 / 0324051145,5/31/2024,6/3/2024,6/1/2024,6/30/2024,"5,818.21",BNP,1.00041E+14,10004XXXXX00003,5GJ-5GJ-BANK VAT CHARGES FOR THE MONTH OF MAY'24 (BNP),290.91,290.91,
01 Invoice,1.11111E+14,ABC LTD.,AE1420524ATIR0002335,5/31/2024,6/3/2024,6/1/2024,6/30/2024,60,STAN,1.00266E+14,10026XXXXX00003,5GJ-5GJ-BANK VAT CHARGES FOR THE MONTH OF MAY'24 (SCB),3,3,
01 Invoice,1.11111E+14,ABC LTD.,3M-2889-24,5/6/2024,6/7/2024,6/1/2024,6/30/2024,"45,000.00",3M S,1.00392E+14,10039XXXXX00003,5HVP1-30% ADVANCE TO 3M STAR COMPUTERS FOR PO50004872,"2,250.00","2,250.00",
01 Invoice,1.11111E+14,ABC LTD.,INV1912029379,6/1/2024,6/25/2024,6/1/2024,6/30/2024,"2,475.00",Emir,1.00023E+14,10002XXXXX00003,TELEPHONE EXPENSES FOR MAY 2024 BOARDLINE WITH INTERNET 06-5264217,123.75,123.75,
01 Invoice,1.11111E+14,ABC LTD.,INV1915995172,6/1/2024,6/25/2024,6/1/2024,6/30/2024,95,Emir,1.00023E+14,10002XXXXX00003,TELEPHONE EXPENSES FOR MAY 2024 FAX 06-5269235,4.75,4.75,
01 Invoice,1.11111E+14,ABC LTD.,INV1912020745,6/1/2024,6/25/2024,6/1/2024,6/30/2024,"1,875.00",Emir,1.00023E+14,10002XXXXX00003,TELEPHONE EXPENSES FOR MAY 2024 INTERNET BUNDLES 550 MBPS 06-7675790,93.75,93.75,
01 Invoice,1.11111E+14,ABC LTD.,INV1915365453,6/1/2024,6/25/2024,6/1/2024,6/30/2024,95,Emir,1.00023E+14,10002XXXXX00003,TELEPHONE EXPENSES FOR MAY 2024 LANDLINE DIRECTOR-AMHZ 06-5269236,4.75,4.75,
01 Invoice,1.11111E+14,ABC LTD.,INV1914362550,6/1/2024,6/25/2024,6/1/2024,6/30/2024,95,Emir,1.00023E+14,10002XXXXX00003,TELEPHONE EXPENSES FOR MAY 2024 DIRECTORS 06-5269237,4.75,4.75,
01 Invoice,1.11111E+14,ABC LTD.,INV1912597314,6/1/2024,6/25/2024,6/1/2024,6/30/2024,769.81,Emir,1.00023E+14,10002XXXXX00003,TELEPHONE EXPENSES FOR MAY 2024 FIXED LINE OVER SIP (BUSINESS TRUNK) 06-591,38.49,38.49,
01 Invoice,1.11111E+14,ABC LTD.,INV1912051480,6/1/2024,6/25/2024,6/1/2024,6/30/2024,"1,095.00",Emir,1.00023E+14,10002XXXXX00003,TELEPHONE EXPENSES FOR MAY 2024 INTERNET BUNDLES200 MBPSCML YARD 65237800,54.75,54.75,
01 Invoice,1.11111E+14,ABC LTD.,3.0425E+11,6/28/2024,6/30/2024,6/1/2024,6/30/2024,"3,373.52",Shar,1.00395E+14,10039XXXXX00003,5GJ-SEWA-ELECTRICITY & WATER PAYMENT FOR THE MONTH OF JUNE'24-20000020604,168.68,168.68,
01 Invoice,1.11111E+14,ABC LTD.,3.04205E+11,6/28/2024,6/30/2024,6/1/2024,6/30/2024,"54,865.00",Shar,1.00395E+14,10039XXXXX00003,5GJ-SEWA-ELECTRICITY & WATER PAYMENT FOR THE MONTH OF JUNE'24-2229429495,"2,743.25","2,743.25",
01 Invoice,1.11111E+14,ABC LTD.,3.04205E+11,6/28/2024,6/30/2024,6/1/2024,6/30/2024,"61,165.00",Shar,1.00395E+14,10039XXXXX00003,5GJ-SEWA-ELECTRICITY & WATER PAYMENT FOR THE MONTH OF JUNE'24-6610141458,"3,058.25","3,058.25",
01 Invoice,1.11111E+14,ABC LTD.,3.0434E+11,6/28/2024,6/30/2024,6/1/2024,6/30/2024,"105,715.00",Shar,1.00395E+14,10039XXXXX00003,5GJ-SEWA-ELECTRICITY & WATER PAYMENT FOR THE MONTH OF JUNE'24-5427240788,"5,285.75","5,285.75",
01 Invoice,1.11111E+14,ABC LTD.,3.04208E+11,6/28/2024,6/30/2024,6/1/2024,6/30/2024,"33,947.32",Shar,1.00395E+14,10039XXXXX00003,5GJ-SEWA-ELECTRICITY & WATER PAYMENT FOR THE MONTH OF JUNE'24-4552267896,"1,697.37","1,697.37",
01 Invoice,1.11111E+14,ABC LTD.,3.04208E+11,6/28/2024,6/30/2024,6/1/2024,6/30/2024,"43,840.00",Shar,1.00395E+14,10039XXXXX00003,5GJ-SEWA-ELECTRICITY & WATER PAYMENT FOR THE MONTH OF JUNE'24-2443064486,"2,192.00","2,192.00",
01 Invoice,1.11111E+14,ABC LTD.,2024/110,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"2,900.00",MOVE,1.04113E+14,10411XXXXX00003,Transportation Charges,145,145,
01 Invoice,1.11111E+14,ABC LTD.,2024/110,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"3,625.00",MOVE,1.04113E+14,10411XXXXX00003,Transportation Charges,181.25,181.25,
01 Invoice,1.11111E+14,ABC LTD.,2024/110,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"2,175.00",MOVE,1.04113E+14,10411XXXXX00003,Transportation Charges,108.75,108.75,
01 Invoice,1.11111E+14,ABC LTD.,2024/113,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"1,900.00",MOVE,1.04113E+14,10411XXXXX00003,Transportation Charges,95,95,
01 Invoice,1.11111E+14,ABC LTD.,2024/113,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"9,500.00",MOVE,1.04113E+14,10411XXXXX00003,Transportation Charges,475,475,
01 Invoice,1.11111E+14,ABC LTD.,2024/113,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"9,500.00",MOVE,1.04113E+14,10411XXXXX00003,Transportation Charges,475,475,
01 Invoice,1.11111E+14,ABC LTD.,2024/113,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"9,500.00",MOVE,1.04113E+14,10411XXXXX00003,Transportation Charges,475,475,
01 Invoice,1.11111E+14,ABC LTD.,2024/113,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"9,500.00",MOVE,1.04113E+14,10411XXXXX00003,Transportation Charges,475,475,
01 Invoice,1.11111E+14,ABC LTD.,2024/113,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"9,500.00",MOVE,1.04113E+14,10411XXXXX00003,Transportation Charges,475,475,
01 Invoice,1.11111E+14,ABC LTD.,2024/113,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"5,700.00",MOVE,1.04113E+14,10411XXXXX00003,Transportation Charges,285,285,
01 Invoice,1.11111E+14,ABC LTD.,2024/113,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"9,500.00",MOVE,1.04113E+14,10411XXXXX00003,Transportation Charges,475,475,
01 Invoice,1.11111E+14,ABC LTD.,ast-AJM-02282,6/13/2024,6/30/2024,6/1/2024,6/30/2024,"9,500.00",ARAB,1.0059E+14,10058XXXXX00003,Transportation Charges,475,475,
01 Invoice,1.11111E+14,ABC LTD.,AST-AJM-02259,6/5/2024,6/30/2024,6/1/2024,6/30/2024,"19,000.00",ARAB,1.0059E+14,10058XXXXX00003,Transportation Charges,950,950,
01 Invoice,1.11111E+14,ABC LTD.,ast-ajm-002269,6/10/2024,6/30/2024,6/1/2024,6/30/2024,"3,000.00",ARAB,1.0059E+14,10058XXXXX00003,Transportation Charges,150,150,
01 Invoice,1.11111E+14,ABC LTD.,ast-AJM-02164,6/7/2024,6/30/2024,6/1/2024,6/30/2024,"9,500.00",ARAB,1.0059E+14,10058XXXXX00003,Transportation Charges,475,475,
01 Invoice,1.11111E+14,ABC LTD.,asT-AJM-02270,6/10/2024,6/30/2024,6/1/2024,6/30/2024,"9,500.00",ARAB,1.0059E+14,10058XXXXX00003,Transportation Charges,475,475,
01 Invoice,1.11111E+14,ABC LTD.,ast-AJM-02252,6/4/2024,6/30/2024,6/1/2024,6/30/2024,"2,250.00",ARAB,1.0059E+14,10058XXXXX00003,Transportation Charges,112.5,112.5,
01 Invoice,1.11111E+14,ABC LTD.,ast-ajm-02163,6/6/2024,6/30/2024,6/1/2024,6/30/2024,"17,100.00",ARAB,1.0059E+14,10058XXXXX00003,Transportation Charges,855,855,
01 Invoice,1.11111E+14,ABC LTD.,AST-AJM-002346,6/12/2024,6/30/2024,6/1/2024,6/30/2024,"3,750.00",ARAB,1.0059E+14,10058XXXXX00003,Transportation Charges,187.5,187.5,
01 Invoice,1.11111E+14,ABC LTD.,0324050300 / 0324051030,5/10/2024,6/3/2024,6/1/2024,6/30/2024,938.2,BNP,1.00041E+14,10004XXXXX00003,5GJ-BANK VAT CHARGES FOR THE MONTH OF MAY'24 (BNP),46.91,46.91,
01 Invoice,1.11111E+14,ABC LTD.,AE1420524ATIR0001442,5/31/2024,6/3/2024,6/1/2024,6/30/2024,10,STAN,1.00266E+14,10026XXXXX00003,5GJ-BANK VAT CHARGES FOR THE MONTH OF MAY'24 (SCB),0.5,0.5,
01 Invoice,1.11111E+14,ABC LTD.,2024/118,6/30/2024,6/30/2024,6/1/2024,6/30/2024,"5,280.00",MOVE,1.04113E+14,10411XXXXX00003,Transportation Charges,264,264,
02 Credit Note,1.11111E+14,ABC LTD.,DEPCN/6/24/1000129,6/16/2024,6/30/2024,6/1/2024,6/30/2024,"-3,616.00",NATI,1.00387E+14,10038XXXXX00003,"Medical Insurance - Deletion - Credit Note
 Gresilda Luiza Carvalho",-180.8,-180.8,
02 Credit Note,1.11111E+14,ABC LTD.,004 CRNAMDF MAY 24,6/20/2024,6/30/2024,6/1/2024,6/30/2024,-116.8,AL S,1.00589E+14,10058XXXXX00003,TEMPORARY STAFF- FITTER MISMATCH FOR 7.56 HOUR MAY'24,-5.84,-5.84,
02 Credit Note,1.11111E+14,ABC LTD.,DEPDN/5/24/1000302,5/19/2024,6/30/2024,6/1/2024,6/30/2024,"-3,455.40",NATI,1.00387E+14,10038XXXXX00003,"Medical Insurance - Deletion - Credit Note
 - Moharsingh Chauhan
 - Ramkumar Verma",-172.77,-172.77,
02 Credit Note,1.11111E+14,ABC LTD.,240138,5/27/2024,6/1/2024,6/1/2024,6/30/2024,"-20,000.00",RHMC,1.04214E+14,10421XXXXX00003,RHMC Advance Adjustment,"-1,000.00","-1,000.00",
02 Credit Note,1.11111E+14,ABC LTD.,FIL-DU/IN/132400403,6/26/2024,6/29/2024,6/1/2024,6/30/2024,"-38,677.47",FABT,1.00209E+14,10020XXXXX00003,FABTECH Advance Adjustment,"-1,933.87","-1,933.87",
02 Credit Note,1.11111E+14,ABC LTD.,FIL-DU/IN/132400387,6/24/2024,6/29/2024,6/1/2024,6/30/2024,"-49,892.49",FABT,1.00209E+14,10020XXXXX00003,FABTECH Advance Adjustment,"-2,494.62","-2,494.62",
02 Credit Note,1.11111E+14,ABC LTD.,FIL-DU/IN/132400365,6/7/2024,6/29/2024,6/1/2024,6/30/2024,"-313,013.82",FABT,1.00209E+14,10020XXXXX00003,FABTECH Advance Adjustment,"-15,650.70","-15,650.70",
02 Credit Note,1.11111E+14,ABC LTD.,2891,5/11/2024,6/1/2024,6/1/2024,6/30/2024,-60,SHAB,1.00344E+14,10034XXXXX00003,5GJ-Rectification entry for AMHZV03259-Head light (vat correction),-3,-3,
02 Credit Note,1.11111E+14,ABC LTD.,2892,5/11/2024,6/1/2024,6/1/2024,6/30/2024,-210,SHAB,1.00344E+14,10034XXXXX00003,5GJ-Rectification entry for AMHZV03259-Forklift seat cover (No proper inv),-10.5,-10.5,
02 Credit Note,1.11111E+14,ABC LTD.,"ARIN004270,ARIN004281,ARIN004039,ARIN004183,ARIN004192,ARIN004197,ARIN004203,ARIN004235,ARIN004237,ARIN004260","24/11/2023,07/12/2023,25/07/2023,05/10/2023,09/10/2023,10/10/2023,17/10/2023,02/11/202306/11/2023,18/11/2023",6/29/2024,6/1/2024,6/30/2024,"-696,996.00",AL B,1.00275E+14,10027XXXXX00003,Reversal of inout tax for previous advance payments(696996) PO 3097,"-34,849.80","-34,849.80",
02 Credit Note,1.11111E+14,ABC LTD.,NBGT-17782/2023,12/29/2023,6/28/2024,6/1/2024,6/30/2024,-714.2,NAFE,1.00442E+14,10044XXXXX00003,Input Reversal on Supplier overdue invoice.,-35.71,-35.71,
02 Credit Note,1.11111E+14,ABC LTD.,AMNS/MAY23/401.A,10/31/2023,6/28/2024,6/1/2024,6/30/2024,"-2,427.00",AMNS,1.00323E+14,10032XXXXX00003,Input Reversal on Supplier overdue invoice.,-121.35,-121.35,
,,,,,,,,,,,,,,,-
